site_id,country,section,name,lat,lon,wetland_type,type_source,overlaps_protected_bold,designations,has_ramsar,has_flyway_network,pc1,rank,species_count,over_10pct,over_50pct,threatened,importance,page,applied_threshold,selected,reason
rf115,Philippines,Philippines,"North Manila Bay (Bulacan) (includes Pampanga River East Bank, - Santa Cruz-Caliligawan, -Pamawaran-Navotas-Taliptip-Tanza",14.77,120.79,coastal,inferred,False,FR,True,True,24.6,,8,False,False,,,48,1.0,True,PC1 24.6 ≥ 阈值 1.0
rf116,Philippines,Philippines,"Olango Island Wildlife Sanctuary, Cebu",10.25,124.05,coastal,inferred,True,,False,False,24.6,,7,True,False,,,48,1.0,True,PC1 24.6 ≥ 阈值 1.0
rf117,Philippines,Philippines,"Bangrin Marine Protected Area, Pangasinan",16.25,119.93,coastal,inferred,True,,False,False,21.1,,2,True,False,,,48,1.0,True,PC1 21.1 ≥ 阈值 1.0
rf118,Philippines,Philippines,"Negros Occidental Coastal Wetlands Conservation Area (NOCWCA) , Negros Occidental",10.27,122.84,coastal,inferred,True,,False,False,14.8,,9,False,False,"EN,VU",,48,1.0,True,PC1 14.8 ≥ 阈值 1.0
rf119,Philippines,Philippines,"Lake Mainit, Agusan del Norte",9.46,125.52,inland,inferred,False,FR,True,True,13.8,,1,True,False,,,49,1.0,True,PC1 13.8 ≥ 阈值 1.0
rf120,Philippines,Philippines,"North Manila Bay (Pampanga), (includes Pampanga River Westbank-Sasmuan Pampanga Coastal Wetlands",14.83,120.59,coastal,inferred,True,R,True,False,12.2,,5,False,False,,,49,1.0,True,PC1 12.2 ≥ 阈值 1.0
rf121,Philippines,Philippines,"Agusan Marsh Wildlife Sanctuary, Agusan del Sur",8.31,125.9,inland,inferred,True,,False,False,6.9,,1,False,False,,,49,1.0,True,PC1 6.9 ≥ 阈值 1.0
rf122,Philippines,Philippines,"Candaba Wetlands, Pampanga",15.07,120.88,coastal,inferred,False,F,False,True,5.2,,1,False,False,,,49,1.0,True,PC1 5.2 ≥ 阈值 1.0
rf123,Philippines,Philippines,"Kabasalan-Siay Wetland Area, (also known as Sibugay Wetlands) Zamboanga-Sibugay",7.71,122.81,coastal,inferred,False,,False,False,3.1,,3,True,False,,,49,1.0,True,PC1 3.1 ≥ 阈值 1.0
rf124,Philippines,Philippines,"Panabo Coast, Davao del Norte",7.29,125.7,coastal,inferred,False,,False,False,3.0,,1,False,False,CR,,49,1.0,True,PC1 3.0 ≥ 阈值 1.0
rf125,Philippines,Philippines,"North Manila Bay (Bataan), – Balanga Wetlands Park-Pilar Wetlands",14.69,120.57,coastal,inferred,True,FR,True,True,2.6,,2,False,False,,,49,1.0,True,PC1 2.6 ≥ 阈值 1.0
rf126,Philippines,Philippines,"Tubbataha Reef Natural Park, Palawan",8.89,120.06,inland,inferred,True,,False,False,1.5,,2,False,False,,,49,1.0,True,PC1 1.5 ≥ 阈值 1.0
rf127,Thailand,Thailand,"Pak Thale-Laem Phak Bia coast, Phetchaburi",13.07,100.07,coastal,inferred,True,,False,False,26.1,,8,True,False,EN,,50,1.0,True,PC1 26.1 ≥ 阈值 1.0
rf128,Thailand,Thailand,"Bueng Boraphet , Nakhon Sawan",15.7,100.24,coastal,inferred,True,,False,False,24.6,,6,True,False,,,50,1.0,True,PC1 24.6 ≥ 阈值 1.0
rf129,Thailand,Thailand,"Pak Nam Prasae, Rayong",12.7,101.71,coastal,inferred,False,,False,False,6.1,,2,False,False,EN,,50,1.0,True,PC1 6.1 ≥ 阈值 1.0
rf130,Thailand,Thailand,"Huai Chorakhe Mak Reservoir, Buriram",14.9,103.03,inland,inferred,True,FR,True,True,5.0,,1,False,False,VU,,50,1.0,True,PC1 5.0 ≥ 阈值 1.0
rf131,Thailand,Thailand,"Krabi River Mouth, Krabi",8.02,98.93,inland,inferred,True,,False,False,4.0,,2,False,False,,,50,1.0,True,PC1 4.0 ≥ 阈值 1.0
rf132,Thailand,Thailand,"Khlong Tamru (Bang Pakong), Chachoengsao",13.48,100.94,coastal,inferred,False,,False,False,3.5,,2,False,False,,,50,1.0,True,PC1 3.5 ≥ 阈值 1.0
rf133,Thailand,Thailand,"Khlong Yai, Trat",11.78,102.88,coastal,inferred,False,,False,False,2.8,,2,False,False,EN,,50,1.0,True,PC1 2.8 ≥ 阈值 1.0
rf134,Thailand,Thailand,"Sanam Bin Reservoir, Buriram",14.64,103.08,inland,inferred,True,,False,False,2.5,,1,False,False,VU,,50,1.0,True,PC1 2.5 ≥ 阈值 1.0
rf135,Thailand,Thailand,"Ko Libong Non-Hunting Area and Hat Chao Mai National Park, Trang",7.29,99.44,coastal,inferred,True,F,False,True,2.2,,2,False,False,EN,,51,1.0,True,PC1 2.2 ≥ 阈值 1.0
rf136,Thailand,Thailand,"Khok Kham salt pans, Samut Sakhon",13.51,100.35,coastal,inferred,True,,False,False,1.9,,1,False,False,EN,,51,1.0,True,PC1 1.9 ≥ 阈值 1.0
rf137,Thailand,Thailand,"Phang-nga Bay , Phang Nga",8.32,98.52,coastal,inferred,True,R,True,False,1.5,,1,False,False,,,51,1.0,True,PC1 1.5 ≥ 阈值 1.0
rf138,Thailand,Thailand,"Bang Pu coast and fish ponds, Samut Prakan",13.5,100.74,coastal,inferred,False,,False,False,1.1,,1,False,False,,,51,1.0,True,PC1 1.1 ≥ 阈值 1.0
rf139,Viet Nam,Viet Nam,"Tram Chim National Park, Dong Thap",10.72,105.51,coastal,inferred,True,,False,False,7.8,,3,False,False,VU,,51,1.0,True,PC1 7.8 ≥ 阈值 1.0
rf140,Viet Nam,Viet Nam,"Thai Thuy (including Thai Binh Wetland Protected Area), Thai Binh",20.61,106.66,coastal,inferred,True,,False,False,6.3,,2,False,False,,,51,1.0,True,PC1 6.3 ≥ 阈值 1.0
rf141,Viet Nam,Viet Nam,"Can Gio (incl. Can Gio Biosphere Reserve, Ly Nhon & Can Thanh salt pans, and coastal flats), Ho Chi Minh City",10.39,106.93,coastal,inferred,True,R,True,False,4.0,,2,False,False,,,51,1.0,True,PC1 4.0 ≥ 阈值 1.0
rf142,Viet Nam,Viet Nam,"Xuan Thuy National Park, Nam Dinh",20.21,106.55,coastal,inferred,True,,False,False,2.8,,2,False,False,EN,,52,1.0,True,PC1 2.8 ≥ 阈值 1.0
rf143,Viet Nam,Viet Nam,"Binh Dai IBA, Ben Tre",10.08,106.76,coastal,inferred,False,,False,False,2.7,,1,False,False,,,52,1.0,True,PC1 2.7 ≥ 阈值 1.0
rf144,Viet Nam,Viet Nam,"Tan Thanh-Con Ngang coast, Tien Giang",10.26,106.76,coastal,inferred,False,,False,False,2.6,,1,False,False,,,52,1.0,True,PC1 2.6 ≥ 阈值 1.0
rf145,Viet Nam,Viet Nam,"Ba Tri IBA, Ben Tre",10.01,106.69,coastal,inferred,False,,False,False,2.4,,1,False,False,,,52,1.0,True,PC1 2.4 ≥ 阈值 1.0
rf146,Viet Nam,Viet Nam,"Do Son coast, Hai Phong",20.7,106.77,coastal,inferred,False,,False,False,1.8,,1,False,False,VU,,52,1.0,True,PC1 1.8 ≥ 阈值 1.0
rf147,Viet Nam,Viet Nam,"An Hai (Cat Hai) IBA, Hai Phong",20.79,106.78,inland,inferred,False,,False,False,1.3,,1,False,False,,,52,1.0,True,PC1 1.3 ≥ 阈值 1.0
